Date,DayOfWeek,School,Enrollment,Attendance,Hamburger,Pizza,HotDog,Skipped
2015-10-05,01-Mon,South Washington High,332,296,154,8,53,81
2015-10-06,02-Tue,North Roosevelt M.S.,485,483,67,187,44,185
2015-10-06,02-Tue,West Lincoln High,213,210,88,59,25,38
2015-10-06,02-Tue,Outer Jefferson H.S.,482,445,261,114,50,20
2015-10-06,02-Tue,Central Washington H.S.,238,229,79,48,15,87
2015-10-06,02-Tue,West Truman H.S.,299,245,75,96,4,70
2015-10-06,02-Tue,Central Jefferson M.S.,413,359,61,78,91,129
2015-10-06,02-Tue,Central Roosevelt M.S.,332,320,164,28,60,68
2015-10-06,02-Tue,West Washington M.S.,148,132,30,3,51,48
2015-10-06,02-Tue,North King High,367,339,169,112,38,20
2015-10-06,02-Tue,South Jefferson H.S.,385,363,194,47,12,110
2015-10-06,02-Tue,North York H.S.,280,274,100,103,30,41
2015-10-06,02-Tue,East Roosevelt H.S.,195,189,76,48,30,35
2015-10-06,02-Tue,South Arthur High,414,329,82,24,59,164
2015-10-06,02-Tue,South Truman H.S.,319,312,7,127,61,117
2015-10-06,02-Tue,East Washington H.S.,212,195,40,32,46,77
2015-10-06,02-Tue,East York High,126,124,72,13,19,20
2015-10-06,02-Tue,South Washington High,332,319,164,28,60,67
2015-10-07,03-Wed,North Roosevelt M.S.,485,437,179,218,24,16
2015-10-07,03-Wed,West Lincoln High,213,204,96,26,73,9
2015-10-07,03-Wed,Outer Jefferson H.S.,482,442,80,187,170,5
2015-10-07,03-Wed,Central Washington H.S.,238,225,10,90,49,76
2015-10-07,03-Wed,West Truman H.S.,299,237,121,55,32,29
2015-10-07,03-Wed,Central Jefferson M.S.,413,400,165,193,10,32
2015-10-07,03-Wed,Central Roosevelt M.S.,332,293,38,119,26,110
2015-10-07,03-Wed,West Washington M.S.,148,106,11,16,0,79
2015-10-07,03-Wed,North King High,367,309,45,123,70,71
2015-10-07,03-Wed,South Jefferson H.S.,385,380,159,84,1,136
2015-10-07,03-Wed,North York H.S.,280,262,78,128,37,19
2015-10-07,03-Wed,East Roosevelt H.S.,195,177,12,33,19,113
2015-10-07,03-Wed,South Arthur High,414,336,59,146,45,86
2015-10-07,03-Wed,South Truman H.S.,319,294,139,26,57,72
2015-10-07,03-Wed,East Washington H.S.,212,187,108,56,19,4
2015-10-07,03-Wed,East York High,126,115,35,15,20,45
2015-10-07,03-Wed,South Washington High,332,317,74,11,14,218
2015-10-08,04-Thu,North Roosevelt M.S.,485,439,122,124,20,173
2015-10-08,04-Thu,West Lincoln High,213,202,23,119,29,31
2015-10-08,04-Thu,Outer Jefferson H.S.,482,467,37,126,266,38
2015-10-08,04-Thu,Central Washington H.S.,238,224,55,107,13,49
2015-10-08,04-Thu,West Truman H.S.,299,252,64,31,45,112
2015-10-08,04-Thu,Central Jefferson M.S.,413,374,173,14,132,55
2015-10-08,04-Thu,Central Roosevelt M.S.,332,302,1,8,22,271
2015-10-08,04-Thu,West Washington M.S.,148,145,4,21,32,88
2015-10-08,04-Thu,North King High,367,327,191,32,100,4
2015-10-08,04-Thu,South Jefferson H.S.,385,302,23,84,139,56
2015-10-08,04-Thu,North York H.S.,280,255,112,47,45,51
2015-10-08,04-Thu,East Roosevelt H.S.,195,170,19,48,84,19
2015-10-08,04-Thu,South Arthur High,414,376,131,109,15,121
2015-10-08,04-Thu,South Truman H.S.,319,286,59,49,124,54
2015-10-08,04-Thu,East Washington H.S.,212,194,40,60,90,4
2015-10-08,04-Thu,East York High,126,110,21,27,13,49
2015-10-08,04-Thu,South Washington High,332,276,100,98,33,45
2015-10-09,05-Fri,North Roosevelt M.S.,485,449,94,203,149,3
2015-10-09,05-Fri,West Lincoln High,213,211,66,62,32,51
2015-10-09,05-Fri,Outer Jefferson H.S.,482,444,68,104,26,246
2015-10-09,05-Fri,Central Washington H.S.,238,218,97,96,4,21
2015-10-09,05-Fri,West Truman H.S.,299,250,110,9,29,102
2015-10-09,05-Fri,Central Jefferson M.S.,413,398,43,87,254,14
2015-10-09,05-Fri,Central Roosevelt M.S.,332,310,3,30,21,256
2015-10-09,05-Fri,West Washington M.S.,148,123,8,34,71,10
2015-10-09,05-Fri,North King High,367,356,14,8,208,126
2015-10-09,05-Fri,South Jefferson H.S.,385,306,67,99,54,86
2015-10-09,05-Fri,North York H.S.,280,274,8,132,98,36
2015-10-09,05-Fri,East Roosevelt H.S.,195,173,72,63,18,20
2015-10-09,05-Fri,South Arthur High,414,364,76,181,36,71
2015-10-09,05-Fri,South Truman H.S.,319,313,133,4,62,114
2015-10-09,05-Fri,East Washington H.S.,212,179,66,4,6,103
2015-10-09,05-Fri,East York High,126,115,27,52,6,30
2015-10-09,05-Fri,South Washington High,332,303,5,122,14,162
2015-10-12,01-Mon,North Roosevelt M.S.,485,391,89,1,237,64
2015-10-12,01-Mon,West Lincoln High,213,206,54,98,31,23
2015-10-12,01-Mon,Outer Jefferson H.S.,482,438,58,30,21,329
2015-10-12,01-Mon,Central Washington H.S.,238,234,5,85,14,130
2015-10-12,01-Mon,West Truman H.S.,299,292,51,28,35,178
2015-10-12,01-Mon,Central Jefferson M.S.,413,398,110,69,41,178
2015-10-12,01-Mon,Central Roosevelt M.S.,332,278,25,70,57,126
2015-10-12,01-Mon,West Washington M.S.,148,129,55,62,5,7
2015-10-12,01-Mon,North King High,367,318,112,47,119,40
2015-10-12,01-Mon,South Jefferson H.S.,385,373,109,162,79,23
2015-10-12,01-Mon,North York H.S.,280,272,81,53,126,12
2015-10-12,01-Mon,East Roosevelt H.S.,195,179,91,54,5,29
2015-10-12,01-Mon,South Arthur High,414,404,179,71,9,145
2015-10-12,01-Mon,South Truman H.S.,319,315,61,110,109,35
2015-10-12,01-Mon,East Washington H.S.,212,208,45,83,8,72
2015-10-12,01-Mon,East York High,126,109,7,46,37,19
2015-10-12,01-Mon,South Washington High,332,251,22,69,93,67
2015-10-13,02-Tue,North Roosevelt M.S.,485,422,42,93,87,200
2015-10-13,02-Tue,West Lincoln High,213,205,96,70,17,22
2015-10-13,02-Tue,Outer Jefferson H.S.,482,441,140,160,22,119
2015-10-13,02-Tue,Central Washington H.S.,238,232,123,52,28,29
2015-10-13,02-Tue,West Truman H.S.,299,295,10,82,110,93
2015-10-13,02-Tue,Central Jefferson M.S.,413,365,162,106,37,60
2015-10-13,02-Tue,Central Roosevelt M.S.,332,313,130,150,14,19
2015-10-13,02-Tue,West Washington M.S.,148,116,6,20,45,45
2015-10-13,02-Tue,North King High,367,324,141,78,19,86
2015-10-13,02-Tue,South Jefferson H.S.,385,355,21,13,78,243
2015-10-13,02-Tue,North York H.S.,280,262,2,3,241,16
2015-10-13,02-Tue,East Roosevelt H.S.,195,183,43,5,30,105
2015-10-13,02-Tue,South Arthur High,414,410,170,159,74,7
2015-10-13,02-Tue,South Truman H.S.,319,298,133,97,34,34
2015-10-13,02-Tue,East Washington H.S.,212,206,9,71,73,53
2015-10-13,02-Tue,East York High,126,117,5,42,0,70
2015-10-13,02-Tue,South Washington High,332,330,96,58,85,91
2015-10-14,03-Wed,North Roosevelt M.S.,485,471,7,58,328,78
2015-10-14,03-Wed,West Lincoln High,213,209,60,12,32,105
2015-10-14,03-Wed,Outer Jefferson H.S.,482,456,29,178,63,186
2015-10-14,03-Wed,Central Washington H.S.,238,207,72,29,57,49
2015-10-14,03-Wed,West Truman H.S.,299,250,7,88,19,136
2015-10-14,03-Wed,Central Jefferson M.S.,413,346,180,38,18,110
2015-10-14,03-Wed,Central Roosevelt M.S.,332,313,26,22,91,174
2015-10-14,03-Wed,West Washington M.S.,148,138,53,44,24,17
2015-10-14,03-Wed,North King High,367,320,169,16,50,85
2015-10-14,03-Wed,South Jefferson H.S.,385,329,118,18,158,35
2015-10-14,03-Wed,North York H.S.,280,272,109,34,99,30
2015-10-14,03-Wed,East Roosevelt H.S.,195,173,57,17,23,76
2015-10-14,03-Wed,South Arthur High,414,380,43,95,46,196
2015-10-14,03-Wed,South Truman H.S.,319,302,10,18,104,170
2015-10-14,03-Wed,East Washington H.S.,212,204,96,92,5,11
2015-10-14,03-Wed,East York High,126,121,0,33,68,20
2015-10-14,03-Wed,South Washington High,332,256,74,120,6,56
2015-10-15,04-Thu,North Roosevelt M.S.,485,392,179,30,23,160
2015-10-15,04-Thu,West Lincoln High,213,207,12,158,39,-2
2015-10-15,04-Thu,Outer Jefferson H.S.,482,454,5,180,225,44
2015-10-15,04-Thu,Central Washington H.S.,238,192,112,32,14,34
2015-10-15,04-Thu,West Truman H.S.,299,239,125,53,3,58
2015-10-15,04-Thu,Central Jefferson M.S.,413,387,24,16,231,116
2015-10-15,04-Thu,Central Roosevelt M.S.,332,310,79,104,1,126
2015-10-15,04-Thu,West Washington M.S.,148,132,15,48,48,21
2015-10-15,04-Thu,North King High,367,354,47,92,32,183
2015-10-15,04-Thu,South Jefferson H.S.,385,312,141,24,69,78
2015-10-15,04-Thu,North York H.S.,280,257,56,10,68,123
2015-10-15,04-Thu,East Roosevelt H.S.,195,190,58,91,27,14
2015-10-15,04-Thu,South Arthur High,414,332,43,79,48,162
2015-10-15,04-Thu,South Truman H.S.,319,309,80,120,9,100
2015-10-15,04-Thu,East Washington H.S.,212,202,114,18,68,2
2015-10-15,04-Thu,East York High,126,115,17,27,21,50
2015-10-15,04-Thu,South Washington High,332,310,49,87,7,167
2015-10-16,05-Fri,North Roosevelt M.S.,485,419,69,203,20,127
2015-10-16,05-Fri,West Lincoln High,213,204,90,71,1,42
2015-10-16,05-Fri,Outer Jefferson H.S.,482,459,153,135,3,168
2015-10-16,05-Fri,Central Washington H.S.,238,183,100,75,2,6
2015-10-16,05-Fri,West Truman H.S.,299,293,175,90,10,18
2015-10-16,05-Fri,Central Jefferson M.S.,413,399,125,15,257,2
2015-10-16,05-Fri,Central Roosevelt M.S.,332,285,24,87,112,62
2015-10-16,05-Fri,West Washington M.S.,148,133,27,18,86,2
2015-10-16,05-Fri,North King High,367,322,104,88,67,63
2015-10-16,05-Fri,South Jefferson H.S.,385,313,89,122,74,28
2015-10-16,05-Fri,North York H.S.,280,258,96,107,35,20
2015-10-16,05-Fri,East Roosevelt H.S.,195,168,89,44,12,23
2015-10-16,05-Fri,South Arthur High,414,345,161,149,23,12
2015-10-16,05-Fri,South Truman H.S.,319,311,125,28,137,21
2015-10-16,05-Fri,East Washington H.S.,212,185,44,88,19,34
2015-10-16,05-Fri,East York High,126,108,16,41,21,30
2015-10-16,05-Fri,South Washington High,332,317,65,64,147,41
2015-10-19,01-Mon,North Roosevelt M.S.,485,388,74,141,134,39
2015-10-19,01-Mon,West Lincoln High,213,202,100,96,1,5
2015-10-19,01-Mon,Outer Jefferson H.S.,482,471,84,173,112,102
2015-10-19,01-Mon,Central Washington H.S.,238,225,17,37,97,74
2015-10-19,01-Mon,West Truman H.S.,299,243,16,33,54,140
2015-10-19,01-Mon,Central Jefferson M.S.,413,337,159,80,63,35
2015-10-19,01-Mon,Central Roosevelt M.S.,332,307,69,130,0,108
2015-10-19,01-Mon,West Washington M.S.,148,134,53,50,16,15
2015-10-19,01-Mon,North King High,367,347,105,50,189,3
2015-10-19,01-Mon,South Jefferson H.S.,385,326,118,34,122,52
2015-10-19,01-Mon,North York H.S.,280,277,30,39,57,151
2015-10-19,01-Mon,East Roosevelt H.S.,195,183,42,54,73,14
2015-10-19,01-Mon,South Arthur High,414,357,24,105,226,2
2015-10-19,01-Mon,South Truman H.S.,319,311,39,126,2,144
2015-10-19,01-Mon,East Washington H.S.,212,191,1,40,29,121
2015-10-19,01-Mon,East York High,126,112,52,55,1,4
2015-10-19,01-Mon,South Washington High,332,279,139,94,26,20
2015-10-20,02-Tue,North Roosevelt M.S.,485,422,18,127,162,115
2015-10-20,02-Tue,West Lincoln High,213,211,79,42,58,32
2015-10-20,02-Tue,Outer Jefferson H.S.,482,479,42,71,279,87
2015-10-20,02-Tue,Central Washington H.S.,238,218,92,24,53,49
2015-10-20,02-Tue,West Truman H.S.,299,244,116,21,51,56
2015-10-20,02-Tue,Central Jefferson M.S.,413,364,200,76,52,36
2015-10-20,02-Tue,Central Roosevelt M.S.,332,308,1,54,234,19
2015-10-20,02-Tue,West Washington M.S.,148,111,38,53,6,14
2015-10-20,02-Tue,North King High,367,339,199,25,53,62
2015-10-20,02-Tue,South Jefferson H.S.,385,381,89,6,86,200
2015-10-20,02-Tue,North York H.S.,280,275,105,130,35,5
2015-10-20,02-Tue,East Roosevelt H.S.,195,190,2,30,79,79
2015-10-20,02-Tue,South Arthur High,414,341,177,9,31,124
2015-10-20,02-Tue,South Truman H.S.,319,315,100,1,111,103
2015-10-20,02-Tue,East Washington H.S.,212,199,91,87,5,16
2015-10-20,02-Tue,East York High,126,121,2,41,40,38
2015-10-20,02-Tue,South Washington High,332,266,19,16,130,101
2015-10-21,03-Wed,North Roosevelt M.S.,485,456,207,201,33,15
2015-10-21,03-Wed,West Lincoln High,213,207,68,51,31,57
2015-10-21,03-Wed,Outer Jefferson H.S.,482,471,23,214,85,149
2015-10-21,03-Wed,Central Washington H.S.,238,209,50,44,112,3
2015-10-21,03-Wed,West Truman H.S.,299,285,21,82,14,168
2015-10-21,03-Wed,Central Jefferson M.S.,413,356,188,120,26,22
2015-10-21,03-Wed,Central Roosevelt M.S.,332,279,108,4,59,108
2015-10-21,03-Wed,West Washington M.S.,148,133,33,53,25,22
2015-10-21,03-Wed,North King High,367,345,85,86,87,87
2015-10-21,03-Wed,South Jefferson H.S.,385,334,174,11,98,51
2015-10-21,03-Wed,North York H.S.,280,278,111,96,58,13
2015-10-21,03-Wed,East Roosevelt H.S.,195,168,29,31,51,57
2015-10-21,03-Wed,South Arthur High,414,333,20,109,35,169
2015-10-21,03-Wed,South Truman H.S.,319,311,88,113,0,110
2015-10-21,03-Wed,East Washington H.S.,212,196,40,73,64,19
2015-10-21,03-Wed,East York High,126,105,25,48,9,23
2015-10-21,03-Wed,South Washington High,332,257,55,8,36,158
2015-10-22,04-Thu,North Roosevelt M.S.,485,480,86,235,0,159
2015-10-22,04-Thu,West Lincoln High,213,209,17,171,42,-21
2015-10-22,04-Thu,Outer Jefferson H.S.,482,471,144,166,50,111
2015-10-22,04-Thu,Central Washington H.S.,238,213,62,42,39,70
2015-10-22,04-Thu,West Truman H.S.,299,245,63,39,112,31
2015-10-22,04-Thu,Central Jefferson M.S.,413,400,69,16,202,113
2015-10-22,04-Thu,Central Roosevelt M.S.,332,305,22,10,186,87
2015-10-22,04-Thu,West Washington M.S.,148,105,7,24,50,24
2015-10-22,04-Thu,North King High,367,318,2,83,158,75
2015-10-22,04-Thu,South Jefferson H.S.,385,334,166,156,7,5
2015-10-22,04-Thu,North York H.S.,280,277,29,28,211,9
2015-10-22,04-Thu,East Roosevelt H.S.,195,174,38,56,20,60
2015-10-22,04-Thu,South Arthur High,414,336,90,130,113,3
2015-10-22,04-Thu,South Truman H.S.,319,280,3,90,100,87
2015-10-22,04-Thu,East Washington H.S.,212,206,83,80,20,23
2015-10-22,04-Thu,East York High,126,119,15,44,3,57
2015-10-22,04-Thu,South Washington High,332,252,82,86,13,71
2015-10-23,05-Fri,North Roosevelt M.S.,485,414,45,186,41,142
2015-10-23,05-Fri,West Lincoln High,213,208,99,27,60,22
2015-10-23,05-Fri,Outer Jefferson H.S.,482,442,61,16,73,292
2015-10-23,05-Fri,Central Washington H.S.,238,187,89,27,1,70
2015-10-23,05-Fri,West Truman H.S.,299,286,151,34,82,19
2015-10-23,05-Fri,Central Jefferson M.S.,413,335,129,14,16,176
2015-10-23,05-Fri,Central Roosevelt M.S.,332,291,100,142,17,32
2015-10-23,05-Fri,West Washington M.S.,148,110,58,1,47,4
2015-10-23,05-Fri,North King High,367,362,207,21,96,38
2015-10-23,05-Fri,South Jefferson H.S.,385,315,94,53,118,50
2015-10-23,05-Fri,North York H.S.,280,260,140,27,73,20
2015-10-23,05-Fri,East Roosevelt H.S.,195,178,50,4,89,35
2015-10-23,05-Fri,South Arthur High,414,393,77,43,53,220
2015-10-23,05-Fri,South Truman H.S.,319,300,175,110,7,8
2015-10-23,05-Fri,East Washington H.S.,212,210,72,60,74,4
2015-10-23,05-Fri,East York High,126,124,7,28,23,66
2015-10-23,05-Fri,South Washington High,332,307,104,141,12,50
2015-10-26,01-Mon,North Roosevelt M.S.,485,475,185,121,131,38
2015-10-26,01-Mon,West Lincoln High,213,211,23,101,71,16
2015-10-26,01-Mon,Outer Jefferson H.S.,482,481,21,172,108,180
2015-10-26,01-Mon,Central Washington H.S.,238,227,9,26,11,181
2015-10-26,01-Mon,West Truman H.S.,299,281,73,99,67,42
2015-10-26,01-Mon,Central Jefferson M.S.,413,354,31,129,32,162
2015-10-26,01-Mon,Central Roosevelt M.S.,332,311,41,0,115,155
2015-10-26,01-Mon,West Washington M.S.,148,145,83,37,20,5
2015-10-26,01-Mon,North King High,367,311,36,24,231,20
2015-10-26,01-Mon,South Jefferson H.S.,385,359,47,78,224,10
2015-10-26,01-Mon,North York H.S.,280,269,111,19,14,125
2015-10-26,01-Mon,East Roosevelt H.S.,195,191,57,6,87,41
2015-10-26,01-Mon,South Arthur High,414,352,21,43,165,123
2015-10-26,01-Mon,South Truman H.S.,319,285,83,103,79,20
2015-10-26,01-Mon,East Washington H.S.,212,204,45,26,105,28
2015-10-26,01-Mon,East York High,126,114,40,48,3,23
2015-10-26,01-Mon,South Washington High,332,277,129,23,112,13
2015-10-27,02-Tue,North Roosevelt M.S.,485,389,225,78,24,62
2015-10-27,02-Tue,West Lincoln High,213,210,25,99,26,60
2015-10-27,02-Tue,Outer Jefferson H.S.,482,459,38,73,129,219
2015-10-27,02-Tue,Central Washington H.S.,238,183,97,66,9,11
2015-10-27,02-Tue,West Truman H.S.,299,268,96,15,149,8
2015-10-27,02-Tue,Central Jefferson M.S.,413,393,61,96,42,194
2015-10-27,02-Tue,Central Roosevelt M.S.,332,302,142,41,94,25
2015-10-27,02-Tue,West Washington M.S.,148,113,22,0,2,89
2015-10-27,02-Tue,North King High,367,324,108,152,59,5
2015-10-27,02-Tue,South Jefferson H.S.,385,372,157,81,102,32
2015-10-27,02-Tue,North York H.S.,280,257,7,59,106,85
2015-10-27,02-Tue,East Roosevelt H.S.,195,181,31,53,15,82
2015-10-27,02-Tue,South Arthur High,414,383,44,152,47,140
2015-10-27,02-Tue,South Truman H.S.,319,285,13,138,54,80
2015-10-27,02-Tue,East Washington H.S.,212,186,96,62,19,9
2015-10-27,02-Tue,East York High,126,117,61,8,8,40
2015-10-27,02-Tue,South Washington High,332,257,63,83,106,5
2015-10-28,03-Wed,North Roosevelt M.S.,485,450,157,126,138,29
2015-10-28,03-Wed,West Lincoln High,213,205,97,14,16,78
2015-10-28,03-Wed,Outer Jefferson H.S.,482,467,45,119,260,43
2015-10-28,03-Wed,Central Washington H.S.,238,182,48,16,68,50
2015-10-28,03-Wed,West Truman H.S.,299,275,156,15,98,6
2015-10-28,03-Wed,Central Jefferson M.S.,413,330,3,107,49,171
2015-10-28,03-Wed,Central Roosevelt M.S.,332,317,29,62,129,97
2015-10-28,03-Wed,West Washington M.S.,148,136,78,29,19,10
2015-10-28,03-Wed,North King High,367,338,14,133,111,80
2015-10-28,03-Wed,South Jefferson H.S.,385,343,55,158,96,34
2015-10-28,03-Wed,North York H.S.,280,259,136,37,22,64
2015-10-28,03-Wed,East Roosevelt H.S.,195,182,84,57,23,18
2015-10-28,03-Wed,South Arthur High,414,366,69,25,246,26
2015-10-28,03-Wed,South Truman H.S.,319,309,42,41,60,166
2015-10-28,03-Wed,East Washington H.S.,212,208,19,69,21,99
2015-10-28,03-Wed,East York High,126,107,0,0,30,77
2015-10-28,03-Wed,South Washington High,332,279,66,48,143,22
2015-10-29,04-Thu,North Roosevelt M.S.,485,411,184,130,17,80
2015-10-29,04-Thu,West Lincoln High,213,212,7,34,8,163
2015-10-29,04-Thu,Outer Jefferson H.S.,482,480,67,149,186,78
2015-10-29,04-Thu,Central Washington H.S.,238,233,8,58,23,144
2015-10-29,04-Thu,West Truman H.S.,299,242,87,20,30,105
2015-10-29,04-Thu,Central Jefferson M.S.,413,366,4,137,154,71
2015-10-29,04-Thu,Central Roosevelt M.S.,332,311,137,18,6,150
2015-10-29,04-Thu,West Washington M.S.,148,107,27,46,18,16
2015-10-29,04-Thu,North King High,367,353,30,74,19,230
2015-10-29,04-Thu,South Jefferson H.S.,385,320,82,132,95,11
2015-10-29,04-Thu,North York H.S.,280,270,10,129,118,13
2015-10-29,04-Thu,East Roosevelt H.S.,195,168,94,21,12,41
2015-10-29,04-Thu,South Arthur High,414,373,168,66,10,129
2015-10-29,04-Thu,South Truman H.S.,319,284,11,133,138,2
2015-10-29,04-Thu,East Washington H.S.,212,205,106,86,8,5
2015-10-29,04-Thu,East York High,126,112,62,9,5,36
2015-10-29,04-Thu,South Washington High,332,322,151,43,62,66
2015-10-30,05-Fri,North Roosevelt M.S.,485,426,177,196,10,43
2015-10-30,05-Fri,West Lincoln High,213,211,62,79,17,53
2015-10-30,05-Fri,Outer Jefferson H.S.,482,470,175,207,64,24
2015-10-30,05-Fri,Central Washington H.S.,238,189,29,4,20,136
2015-10-30,05-Fri,West Truman H.S.,299,279,52,77,9,141
2015-10-30,05-Fri,Central Jefferson M.S.,413,329,165,133,10,21
2015-10-30,05-Fri,Central Roosevelt M.S.,332,318,67,28,119,104
2015-10-30,05-Fri,West Washington M.S.,148,123,64,39,14,6
2015-10-30,05-Fri,North King High,367,354,152,96,13,93
2015-10-30,05-Fri,South Jefferson H.S.,385,321,60,65,146,50
2015-10-30,05-Fri,North York H.S.,280,264,73,76,38,77
2015-10-30,05-Fri,East Roosevelt H.S.,195,173,63,2,63,45
2015-10-30,05-Fri,South Arthur High,414,406,59,0,16,331
2015-10-30,05-Fri,South Truman H.S.,319,291,101,139,48,3
2015-10-30,05-Fri,East Washington H.S.,212,178,97,2,47,32
2015-10-30,05-Fri,East York High,126,123,40,8,65,10
2015-10-30,05-Fri,South Washington High,332,298,22,135,22,119
2015-11-02,01-Mon,North Roosevelt M.S.,485,483,120,213,28,122
2015-11-02,01-Mon,West Lincoln High,213,210,46,17,130,17
2015-11-02,01-Mon,Outer Jefferson H.S.,482,472,57,42,294,79
2015-11-02,01-Mon,Central Washington H.S.,238,190,108,20,19,43
2015-11-02,01-Mon,West Truman H.S.,299,269,78,113,23,55
2015-11-02,01-Mon,Central Jefferson M.S.,413,350,131,14,31,174
2015-11-02,01-Mon,Central Roosevelt M.S.,332,299,139,56,99,5
2015-11-02,01-Mon,West Washington M.S.,148,126,41,19,15,51
2015-11-02,01-Mon,North King High,367,350,116,81,69,84
2015-11-02,01-Mon,South Jefferson H.S.,385,309,130,144,7,28
2015-11-02,01-Mon,North York H.S.,280,259,124,111,15,9
2015-11-02,01-Mon,East Roosevelt H.S.,195,174,79,78,12,5
2015-11-02,01-Mon,South Arthur High,414,396,94,88,167,47
2015-11-02,01-Mon,South Truman H.S.,319,288,1,67,169,51
2015-11-02,01-Mon,East Washington H.S.,212,179,28,12,48,91
2015-11-02,01-Mon,East York High,126,109,39,0,67,3
2015-11-02,01-Mon,South Washington High,332,294,124,69,47,54
2015-11-03,02-Tue,North Roosevelt M.S.,485,479,20,127,195,137
2015-11-03,02-Tue,West Lincoln High,213,206,105,52,25,24
2015-11-03,02-Tue,Outer Jefferson H.S.,482,464,223,6,136,99
2015-11-03,02-Tue,Central Washington H.S.,238,227,26,48,87,66
2015-11-03,02-Tue,West Truman H.S.,299,267,60,115,2,90
2015-11-03,02-Tue,Central Jefferson M.S.,413,381,25,175,147,34
2015-11-03,02-Tue,Central Roosevelt M.S.,332,314,122,145,43,4
2015-11-03,02-Tue,West Washington M.S.,148,123,34,35,25,29
2015-11-03,02-Tue,North King High,367,343,60,11,219,53
2015-11-03,02-Tue,South Jefferson H.S.,385,352,17,105,81,149
